aID_STAO,elevation,HS,land_use,N_surveys,SR_pl_mean,SR_pl_sh_mean,SR_pl_lo_mean,SR_pl_trend,T_pl_mean,T_pl_sh_mean,T_pl_lo_mean,T_pl_trend,T_pl_sh_trend,T_pl_lo_trend,SR_mo_mean,SR_mo_sh_mean,SR_mo_lo_mean,SR_mo_trend,T_mo_mean,T_mo_sh_mean,T_mo_lo_mean,T_mo_trend,T_mo_sh_trend,T_mo_lo_trend
550,856.5999755859375,montane,grassland,4,46.75,29,20.625,2.6000000000000005,3.3249999999999997,3.5055555555555555,3.3,0.044000000000000115,0.002222222222222222,-0.006666666666667,14.75,13,17.75,-2.2,3.4050000000000002,3.6791666666666667,3.225595238095238,0.09999999999999983,0.12333333333333271,0.012857142857143343
551,742.79998779296875,montane,grassland,4,31.5,12.125,22.875,-2.3999999999999995,3.3425,3.2375,3.5285714285714285,0.07800000000000065,-0.12999999999999953,0.3485714285714289,4.25,1.75,5.25,-3.8,3.05,3.5,3,-0.1200000000000001,NA,-0
552,592.0999755859375,montane,forest,4,11.5,0,23.5,1.199999999999999,3.1025,NA,3.133928571428571,0.006000000000000049,NA,0.014285714285714231,27.25,9,59.5,4.6,3.045,2.7,3.0914473684210524,0.012000000000000278,0.35999999999999993,-0.012105263157895143
553,732.79998779296875,montane,forest,5,16.4,0.6,28.2,-1.199999999999998,3.32,3,3.278253968253968,-4.1538621333177415e-17,NA,-0.006825396825396837,21,14.2,34,3.3999999999999972,3.14,3.283333333333333,3.0818627450980394,-0.041999999999999774,-0.13333333333333322,0.005392156862744972
554,491,montane,grassland,4,23.25,15.875,19.375,-2.5999999999999996,3.4025,3.311309523809524,3.691666666666667,-0.005999999999999159,-0.18714285714285683,0.020000000000000462,3.75,4,0.75,-0.6000000000000001,3.5,4,3,-1.9999999999999982,NA,NA
555,713.9000244140625,montane,forest,3,23,3.5,39.833333333333336,-1.000000000000009,3.39,3.5,3.4184149184149186,0.05999999999999885,-1.5735013049550882e-15,0.06293706293706136,16.666666666666668,4.333333333333333,31.333333333333332,-4.000000000000007,3.3366666666666664,3.1666666666666665,3.361111111111111,0.0899999999999978,0.49999999999999883,0.041666666666665145
556,842.29998779296875,montane,forest,4,16.5,1.75,19.5,0.39999999999999714,2.9375,3.5,2.859375,0.19400000000000064,NA,0.1875,13.75,6.25,28.5,2.1999999999999993,3.02,3.125,3,0.016000000000000195,0.09999999999999983,-0
557,363.20001220703125,colline,grassland,4,33.25,18.875,22.875,10.2,3.48,3.553571428571429,3.642857142857143,0.043999999999999415,0.19523809523809488,0.17142857142857168,2.25,2,0,1.4,4,4,NA,1.0029733743240174e-15,1.0029733743240174e-15,NA
558,605.4000244140625,montane,forest,4,17.25,2.75,29.625,0.5999999999999981,3.265,3.75,3.194551282051282,0.1879999999999999,1,0.2746153846153845,4.75,0.75,10.75,-1.7999999999999994,3.0625,3,3.0625,0.05000000000000015,NA,0.05000000000000015
559,539.20001220703125,colline,forest,4,17,6.875,28,-3.1999999999999993,3.365,3.375,3.404491341991342,0.056000000000000945,-0.29999999999999977,0.07207792207792137,5.5,0.75,10.5,-0.7999999999999996,3,3,3,-0,NA,-0
560,394.79998779296875,colline,forest,4,17.75,1.625,33.75,1.7999999999999992,3.3725,3.25,3.3688446969696972,-0.014000000000000056,NA,0.013257575757575598,12.25,8,24,3.8000000000000007,3.4575,3.625,3.41875,-0.03799999999999972,0.29999999999999977,-0.09499999999999974
561,2520,alpine,grassland,4,39,1.125,14.5,-1.599999999999997,1.71,1.5,1.6559027777777777,-0.024000000000000632,-4.205924393521447e-16,0.055833333333333,9.5,7,1.25,-1.5999999999999999,2.1325000000000003,2.625,1,-0.07800000000000029,0.1666666666666668,-1.323652229514089e-16
562,1586,subalpine,forest,4,30.75,3.25,29.75,0.6000000000000011,2.4325,2.5625,2.37119391025641,0.11400000000000021,0.05000000000000015,0.0072115384615385044,12.25,3,19.25,0.20000000000000057,2.71,3,2.6244318181818183,0.12000000000000065,-8.411848787042892e-16,0.16954545454545417
563,1953.4000244140625,subalpine,forest,4,28.25,0,14.375,-6.1999999999999975,2.1725000000000003,NA,2.1419642857142858,0.018000000000000498,NA,-0.04928571428571439,7.5,1.75,6,-0.4000000000000003,1.885,2.3333333333333335,1.8541666666666667,-0.30399999999999977,-2.0000000000000004,-0.049999999999999926
564,1885.300048828125,subalpine,unused,4,54,5.75,30.375,-3.1999999999999997,2.355,2.53125,2.395541958041958,0.004000000000000269,0.02499999999999982,-0.03461538461538485,26.75,22.5,21.25,-0.2000000000000013,2.88,2.8060515873015874,2.9375,0.03200000000000003,-0.04880952380952372,0.049999999999999815
565,1256.199951171875,montane,forest,4,42.5,1,60,-15.599999999999998,2.9675000000000002,4,2.858468286099865,0.01799999999999979,NA,0.009851551956815103,22.5,10.75,45,4.400000000000001,3.0524999999999998,3.3125,3,-0.006000000000000404,0.01666666666666715,0
566,594.79998779296875,montane,grassland,5,24.2,11.5,17.8,0.5999999999999973,3.388,3.175,3.7016666666666667,0.038000000000000186,0.13333333333333322,0.07833333333333417,3.2,0.8,2.4,1.1999999999999995,3.125,4,3,0.29999999999999977,NA,-0
567,1073.300048828125,montane,forest,4,5.25,0,12.625,1.0000000000000004,3.085,NA,3.1035714285714286,0,NA,0.008571428571428183,19.75,7.5,34,-4.1999999999999975,3.0625,3,3.0801282051282053,-0.04199999999999999,0,-0.05897435897435893
568,1117.0999755859375,montane,grassland,4,61.5,13.25,34.625,-3.199999999999996,3.2725,3.53125,3.139434523809524,0.03399999999999998,-0.07499999999999998,0.033214285714285724,11.5,13.25,8.25,-1.6000000000000005,3.4325,3.5416666666666665,3.2291666666666665,0.2099999999999994,0.09999999999999946,0.2499999999999998
569,447.3999938964844,colline,grassland,4,13,12.75,8,-0,3.3,3.1833333333333336,4,-0.02400000000000002,1.7998372611042727e-16,-0,0,0,0,-0,NA,NA,NA,NA,NA,NA
570,508.29998779296875,colline,grassland,4,23.5,6.875,20.75,-1.5999999999999999,3.48,3.4375,3.7708333333333335,0.07599999999999908,0.04999999999999984,0.0700000000000001,4,3,3,-0.7999999999999995,3.375,4,3,-0.09999999999999981,-3.0254908103179183e-16,0
571,447.5,colline,forest,4,6.75,0,16,-3.4,3.04,NA,3.025,-0.15200000000000014,NA,-0.11333333333333256,6,3.75,11.25,0.7999999999999999,3,3,3,-0,-8.411848787042894e-16,-0
572,481.3999938964844,montane,grassland,4,14.25,8.625,11.5,5,3.4425,3.3375,3.854166666666667,0.02200000000000041,0.4099999999999999,-0.08333333333333284,0,0,0,0,NA,NA,NA,NA,NA,NA
573,397.5,colline,grassland,5,16,13.4,11.5,3.3999999999999972,3.388,3.2416666666666667,3.8266666666666667,0.008000000000000231,0.15,-0.0333333333333332,0.6,0,0,0.4,NA,NA,NA,NA,NA,NA
574,539.4000244140625,colline,forest,4,11.5,3.5,25.75,4.4,3.34,3.5,3.3114583333333334,0.04000000000000003,8.670249853669051e-16,0.057499999999999926,13.25,3.75,20.25,3.399999999999999,3.24,3.8333333333333335,3.2103174603174605,0.17199999999999988,-1.059483099893495e-15,0.14920634920634884
575,453.8999938964844,montane,grassland,3,21.333333333333332,17.166666666666668,15.333333333333334,-1.0000000000000104,3.4,3.425,3.8333333333333335,0.009999999999998802,-0.025000000000000733,-9.171388112376864e-16,2,1.3333333333333333,0,-5.512888576405858e-16,4,4,NA,NA,NA,NA
576,2833,alpine,unused,4,1,0,0,0,1,NA,NA,0,NA,NA,6.75,1.5,3.5,1.8000000000000003,1.2625,1.5,1.1875,0.10999999999999996,-0.5000000000000006,0.15000000000000002
577,2724.89990234375,alpine,grassland,5,29.8,1.5,9.6,1.199999999999998,1.446,1.5,1.3631746031746033,0.019999999999999973,1.4718499126790894e-16,0.02285714285714295,13.8,3.8,8.6,1.3999999999999988,1.312,1.4333333333333333,1.1857142857142857,0.2700000000000001,0.3333333333333334,0.13214285714285726
578,2032.5,alpine,grassland,4,59,0,18.5,-3.1999999999999997,1.83,NA,1.8128156565656566,-0.02400000000000002,NA,0.14368686868686822,39.5,16.5,51.25,-1.2000000000000002,2.5675,2.369047619047619,2.6264005602240896,-0.05800000000000017,0.3142857142857139,-0.1975910364145655
579,2295.300048828125,alpine,unused,4,6.25,0.5,0.375,1.7999999999999998,1.3025,2,1.5,0.00599999999999996,NA,NA,13.25,5.75,8.75,-1.4,2.265,1.9375,2.3291666666666666,-0.04399999999999994,-0.08333333333333313,0.036666666666666535
580,1820.5,alpine,grassland,5,36.6,0.6,21.2,1.7999999999999978,2.36,3,2.2124458874458877,0.06600000000000043,NA,-0.1056998556998557,16.2,6.8,25.4,-0.6000000000000001,2.792,2.6333333333333333,2.8264285714285715,0.04399999999999984,-0.06666666666666646,0.07857142857142879
581,1683.5,subalpine,forest,4,25.5,0,26.875,1.191616393558691e-15,2.5025,NA,2.5568181818181817,0.006000000000000052,NA,0.11999999999999958,25.75,17.75,44.25,0.9999999999999984,2.7275,2.5317460317460316,2.8081932773109246,-0.04599999999999973,0.019047619047619157,-0.027394957983193177
582,675.5,montane,grassland,4,37.5,6.125,22.25,-2,3.295,3.5,3.1788194444444446,0.004000000000000093,-0,-0.026388888888888934,13.25,8.25,22.75,0.20000000000000076,3.1025,3.25,3.0277777777777777,0.07799999999999993,0.06666666666666675,0.06666666666666661
583,882.20001220703125,montane,forest,4,32,0.875,57,3.6000000000000014,3.33,3.5,3.346205357142857,0.048000000000000216,NA,0.10339285714285698,27.75,6.75,51.75,1.7999999999999998,3.1550000000000002,3.2916666666666665,3.1362745098039215,-0.03199999999999967,-0.03333333333333303,-0.02117647058823521
584,647,montane,grassland,5,35,14.4,17,1.2000000000000028,3.418,3.3966666666666665,3.73,0.0180000000000007,0.07833333333333337,0.18999999999999997,3.8,2,2.4,0.8,3.25,3.3333333333333335,3,0.4000000000000002,0.38461538461538375,7.52230030743013e-16
585,478.1000061035156,colline,grassland,4,18.75,12,13.5,0.20000000000000134,3.5,3.6666666666666665,3.85625,-0.01200000000000064,0.16666666666666713,-0.0049999999999998995,3,1,2.25,0,3.25,4,3,-0.19999999999999976,NA,-6.008463419316352e-16
586,434.70001220703125,colline,grassland,4,21.75,13.125,18.125,-0.19999999999999996,3.3875,3.283333333333333,3.8375,0.006000000000000049,-0.06000000000000031,0.14999999999999963,1.5,0,0,9.930136612989092e-17,NA,NA,NA,NA,NA,NA
587,456.1000061035156,colline,forest,4,25.25,4.25,49.875,0.6000000000000001,3.4074999999999998,3.4375,3.43320649938297,-0.03799999999999972,0.14999999999999997,-0.08222953517071172,13.75,5,27.75,4.199999999999999,3.2775,3.5,3.2729437229437233,0.07800000000000029,0.7999999999999998,-0.019220779220779066
588,542.5,montane,grassland,4,39,54.875,26.75,-3.6000000000000005,3.5525,3.629281537176274,3.694196428571429,-0.0700000000000001,-0.15739348370927322,0.044642857142857116,4.75,8,2.25,2.6000000000000005,3.72,4,3,0.3814285714285707,-3.781863512897396e-16,5.014866871620087e-16
589,489.5,colline,forest,4,12.25,1,24.75,4.199999999999999,3.3875,4,3.290277777777778,-0.03800000000000008,NA,0.04999999999999928,10,1.5,22.75,0.3999999999999999,3.0324999999999998,3,3.03125,-0.07799999999999993,1.504460061486026e-15,-0.07499999999999998
590,489.5,colline,grassland,4,19.75,19,7.375,3,3.3675,3.420138888888889,3.6458333333333335,-0.017999999999999256,-0.01388888888888875,0.016666666666667135,5.5,14,0.75,1.1999999999999993,3.965,4,3,-0.027999999999999938,-0,NA
591,493,colline,forest,4,9.25,1,19.625,-1.7999999999999992,3.2675,4,3.2666666666666666,0.12199999999999987,NA,0.09999999999999999,12.5,6,20.75,-2.799999999999999,3.1399999999999997,3.4166666666666665,3.0634920634920633,0.05999999999999944,0.4666666666666673,-0.006349206349206334
592,526.4000244140625,montane,grassland,3,35,6.5,23.833333333333332,1.9999999999999927,3.3333333333333335,3.25,3.4047619047619047,-0.030000000000000693,-3.191646721295633e-16,-0.1428571428571445,3,1,1,2.9999999999999996,3,3,3,NA,NA,NA
593,1622.800048828125,montane,forest,4,8.75,0,9.625,-0.9999999999999992,2.6525,NA,2.5729166666666665,0.02199999999999989,NA,0.0583333333333334,15.5,1.25,25.25,-3.1999999999999993,2.5549999999999997,1.5,2.591919191919192,0.11199999999999992,-2,0.05575757575757621
594,1363.0999755859375,montane,forest,4,20.5,0,27.75,0.7999999999999999,2.545,NA,2.708964646464646,-0.035999999999999754,NA,0.001515151515151921,27.25,11.75,34.5,-1.000000000000001,2.4025,1.8169642857142856,2.5789657710710343,0.13800000000000026,0.7607142857142858,0.16610967979389046
595,1239.800048828125,montane,forest,4,52.5,1.875,47.875,-7.6,2.795,2.5,2.7330495356037154,-0.03200000000000092,-7.121763372525831e-16,-0.030402476780185764,27.5,8.5,43.75,-0.4000000000000003,2.6399999999999997,2.5666666666666664,2.653405572755418,0.0679999999999998,-1.9860273225978183e-16,0.104643962848297
596,1421.800048828125,montane,forest,4,11.75,0,16.375,-0.19999999999999937,2.535,NA,2.517857142857143,0.00799999999999983,NA,0.014285714285714412,22.25,14,30.5,-1.7999999999999983,2.5625,2.366071428571429,2.604166666666667,-0.017999999999999804,-0.0785714285714287,0.016666666666666614
597,1957.4000244140625,subalpine,forest,5,13.2,0,9.1,-1.3999999999999972,2.094,NA,2.1633333333333336,-0.01800000000000004,NA,0.006666666666666424,24,11.6,23,6.999999999999999,1.972,1.6511111111111112,2.16,0.13600000000000004,0.2000000000000001,0.11000000000000003
598,1394.699951171875,subalpine,grassland,4,52.5,3.75,49.625,5.599999999999996,3.1275,3.8333333333333335,2.8841675266597866,0.09800000000000003,-0.35714285714285776,0.13734434124526976,17.5,11,19.5,11.6,3.185,3.708333333333333,3,0.056000000000000584,-0.16666666666666713,0
599,2421.199951171875,alpine,grassland,4,47.75,1.5,12.25,1,1.645,1.5,1.484375,-0.008000000000000177,-0,0.03749999999999999,21.25,8.25,9.75,0.6000000000000004,1.5525,1.792857142857143,1.3928571428571428,0.04200000000000018,0.09714285714285704,-0.04761904761904743
600,1938.199951171875,subalpine,grassland,4,34,0,18,-1.6000000000000028,1.975,NA,2.1180555555555554,0.10000000000000007,NA,0.07500000000000034,16,2.25,10.75,3.1999999999999993,2,2.6666666666666665,1.8666666666666667,-0.09999999999999999,-1.8571428571428572,0.2399999999999999
601,2451.5,alpine,unused,4,15.75,0,3.625,1.8000000000000007,1.38,NA,1.2916666666666665,0.04799999999999986,NA,0.3,17,5.5,3.5,-1.1999999999999986,1.1225,1.03125,1.1666666666666667,0.22199999999999978,-0.02499999999999992,0.4
602,2604.39990234375,alpine,unused,5,0.2,0,0,0.3999999999999998,1,NA,NA,NA,NA,NA,8.6,3,3.4,0.9999999999999994,1.292,1.15,1.4333333333333333,-0.08400000000000003,-0.0999999999999997,-0.06666666666666667
603,1527.0999755859375,subalpine,forest,4,19.75,4,16.125,0.5999999999999983,2.5475,2.625,2.315625,0.04999999999999964,1.9860273225978183e-16,0.04750000000000032,14.5,7.5,22.75,-7.944109290391273e-16,2.6925,3,2.5972222222222223,0.08999999999999986,0,0.1444444444444441
604,2419.39990234375,alpine,unused,4,37.25,1.5,11.75,-0.19999999999999976,1.55,1.5,1.5291666666666668,-0.02800000000000011,0,-0.13666666666666655,21.75,5.5,9.25,-0.5999999999999996,1.4625,1.2708333333333333,1.4297619047619048,0.21000000000000002,0.11666666666666657,0.11714285714285709
605,2109.699951171875,alpine,unused,5,25.2,0,12,-2.799999999999997,1.776,NA,1.869047619047619,-0.002000000000000017,NA,-0.07380952380952355,20.4,3.6,20.6,3.3999999999999995,1.664,1,1.8828282828282827,0.05200000000000001,1.573352221586143e-16,0.025757575757575656
606,2354,alpine,unused,4,32.5,1.375,5.375,6.799999999999999,1.4975,1.8333333333333333,1.6354166666666667,-0.025999999999999805,0.9999999999999996,0.14166666666666652,9,7.25,6,3.999999999999999,2.5549999999999997,3.125,2.1458333333333335,0.043999999999999956,-0.30000000000000016,0.25
607,1471.0999755859375,subalpine,forest,4,44.25,1.25,60.875,2.5999999999999974,2.7,2.5,2.6780002405002405,-0.05200000000000031,1.8276914910244828e-16,-0.05548340548340515,43.5,26.75,70.75,-1.5999999999999996,2.8525,2.8356782106782106,2.859583333333333,-0.018000000000000325,-0.07489177489177498,-0.009666666666666577
608,1464.4000244140625,subalpine,grassland,5,62.8,5.4,30.5,1.999999999999998,2.556,3,2.310989010989011,0.03800000000000019,2.943699825358179e-16,0.14175824175824164,34.8,6.8,48,0.5999999999999979,2.672,2.1333333333333333,2.755701754385965,0.030000000000000283,0.6666666666666662,-0.07887426900584749
609,771,montane,grassland,4,40.25,39.875,17.125,3.3999999999999972,3.4025,3.4355392156862745,3.6125,0.03399999999999998,0.05823529411764668,0.010000000000000309,10.5,12,8.75,2.8000000000000007,3.5675,4,3.1458333333333335,0.16200000000000006,0,0.016666666666666066
610,573.9000244140625,montane,forest,4,32.25,0,59.125,4.999999999999998,3.3375,NA,3.3903093434343434,0.034000000000000516,NA,0.05946969696969759,23.75,6,54,4.200000000000001,3.0775,3,3.083881578947368,0.06200000000000046,-0,0.06710526315789486
611,462.5,colline,grassland,4,27.5,27.875,14.5,-0.8000000000000014,3.4325,3.3704365079365077,3.9,-0.03399999999999963,0.08047619047619055,0.15999999999999998,3.75,2,1.75,-1.4000000000000004,3.75,4,3.5,0.5999999999999999,2.0059467486480348e-15,0.6666666666666673
612,950,montane,grassland,5,27,11.1,17.5,4.399999999999999,3.338,3.2266666666666666,3.65,0.034,0.11000000000000025,0.1500000000000005,0.8,0,1.2,0.19999999999999996,3,NA,3,7.52230030743013e-16,NA,7.52230030743013e-16
613,922.20001220703125,montane,grassland,4,55,14.75,56.125,-3.2000000000000024,3.355,3.4791666666666665,3.4047883956214067,0.044000000000000476,-0.01666666666666678,0.06611289252543136,22.75,9.25,35.25,1.3999999999999986,3.165,3.7916666666666665,3.066666666666667,0.04399999999999958,-0.3666666666666668,0.05333333333333367
614,463.29998779296875,colline,grassland,4,20.25,12.5,17.625,0.6000000000000013,3.415,3.318452380952381,3.720833333333333,-0.05200000000000031,0.06428571428571406,0.13000000000000042,1.25,0,3,0.19999999999999987,3,NA,3,-8.411848787042895e-16,NA,-8.411848787042895e-16
615,726.29998779296875,montane,forest,4,14.5,0,35.125,-0.3999999999999995,3.3775,NA,3.350198412698413,0.0020000000000003127,NA,0.021428571428571526,13.25,3,28,0.20000000000000015,3.3125,3,3.3901785714285713,0.03399999999999981,0,0.03357142857142871
616,469.5,colline,forest,4,15.25,5,28.375,-2.6000000000000005,3.6425,4,3.6579545454545457,-0.006000000000000233,0.10714285714285554,9.090909090909696e-4,2,1,1,-0.7999999999999998,4,4,4,6.686489162160117e-16,NA,NA
617,504,montane,forest,4,7,0,14.375,-6.8,3.4074999999999998,NA,3.3697916666666665,-0.009999999999999244,NA,-0.00416666666666677,9.5,1,20.75,0.7999999999999998,3.2199999999999998,4,3.1904761904761902,0.024000000000000202,NA,-0.03809523809523795
618,736.9000244140625,montane,forest,4,22,0,33.25,-0.7999999999999986,3.435,NA,3.4119949494949497,0.044000000000000476,NA,0.011818181818182087,5,2.25,9.75,3.5999999999999996,3,3,3,-0,-8.411848787042895e-16,-0
619,670.70001220703125,montane,forest,4,22.5,4.625,24.5,18.799999999999997,3.3200000000000003,3.666666666666667,3.2263621794871793,-0,-0.666666666666667,0.13493589743589762,9.75,6.25,12,9.799999999999999,3.0225,3.0833333333333335,3,0.017999999999999794,0.03571428571428531,-0
620,1206.199951171875,montane,forest,4,15.5,0,22.375,0,3.0324999999999998,NA,2.9796626984126986,-0.06599999999999966,NA,-0.14563492063492073,9.75,6.5,1.75,3.4000000000000004,2.8325,2.8125,3.5,0.7979999999999998,0.7500000000000002,NA
621,1697.0999755859375,subalpine,forest,5,12.6,0.6,14.1,2.1999999999999993,2.4939999999999998,3,2.4333333333333336,0.03400000000000029,NA,0.03333333333333314,6,3,9.2,2.4,3.034,3,3.04,0.06799999999999987,-0,0.08000000000000043
622,1985.5999755859375,subalpine,forest,4,16,0,3.75,0.8000000000000006,2.0475,NA,2.1875,0.021999999999999718,NA,0.14999999999999983,15.25,3.5,16.5,4.999999999999998,2.3775,2.375,2.420634920634921,-0.11000000000000013,0.09999999999999998,-0.1968253968253968
623,692.4000244140625,colline,forest,4,11.25,0,22.75,-1,3.4175,NA,3.4876488095238094,-0.049999999999999815,NA,-0.06654761904761858,8.25,3,15.5,2.1999999999999997,3.31,3,3.425,0.1839999999999998,-0,0.14
624,528.5999755859375,colline,forest,4,27.75,10.875,41.625,-7.399999999999997,3.62,3.9444444444444446,3.6918560606060606,0.028000000000000098,0.08333333333333277,0.032878787878788174,12.25,3.5,19,-1.4000000000000004,2.9924999999999997,2.875,3.013095238095238,0.3420000000000002,0.29999999999999993,0.33999999999999986
625,2112.800048828125,alpine,unused,4,12.25,0,2.5,2.5999999999999996,1.615,NA,2.5,0.019999999999999928,NA,0,13.25,4.25,6.25,-0.5999999999999993,1.135,1,1.2458333333333333,-0.016000000000000094,0,-0.05666666666666673
626,1278.9000244140625,montane,forest,5,45.2,0,37.3,0.5999999999999959,3.054,NA,2.820787545787546,0.03199999999999961,NA,-0.023260073260073188,31.2,9.8,53.8,10.6,2.858,2.2666666666666666,2.9894736842105263,0.014000000000000476,-1.0827187726371093e-16,0.010526315789474161
627,1300.800048828125,montane,grassland,4,41.75,9.375,33.25,5.000000000000003,3.17,3.7708333333333335,2.945367132867133,0.016000000000000368,-0.2833333333333328,0.07447552447552433,3.75,4,0,1.4,4,4,NA,-5.294608918056356e-16,-5.294608918056356e-16,NA
628,2342.39990234375,alpine,grassland,4,30.5,4,12.125,-2.8,1.8625,2,1.8660714285714286,0.03399999999999972,0,0.030952380952380926,24.5,11,24.75,-4.800000000000002,2.2525,1.8452380952380951,2.511582167832168,0.25,0.10476190476190492,0.41765734265734245
629,2553.199951171875,alpine,unused,4,17.25,0,3.75,5,1.28,NA,1.1833333333333333,-0.024000000000000105,NA,0.03999999999999984,7.75,1.5,1.75,1,1,1,1,-0,-0,-0
630,964.4000244140625,montane,forest,4,14,0,20.5,7.944109290391273e-16,3.1075,NA,3.0357142857142856,0.06200000000000063,NA,-0.02857142857142829,4,0,6,0.7999999999999998,3,NA,3,-0,NA,-6.008463419316352e-16
631,2126.60009765625,alpine,unused,4,20,0.75,16.375,3.1999999999999984,1.9825,3,2.109375,0.0419999999999999,NA,0.16250000000000017,16.25,8.25,3.75,-0.20000000000000095,1.7775,1.8541666666666667,1.2291666666666665,-0.1579999999999999,-0.34999999999999976,-0.04999999999999999
632,2098.300048828125,alpine,unused,5,21.6,0,7.3,0.7999999999999993,2.12,NA,2.15,-0.002000000000000171,NA,-0.04999999999999967,13.2,3.6,11,4.800000000000001,1.994,1.1142857142857143,2.3933333333333335,0.02800000000000026,1.371191438248686e-16,0.01999999999999971
633,1315.0999755859375,montane,grassland,4,58.5,0.75,66.75,-2.4000000000000026,3.035,3,2.8720553359683794,0.016000000000000018,NA,0.02494861660079016,22.25,10.75,29.25,0.5999999999999981,3.025,3.1458333333333335,3,-0.12799999999999992,-0.5166666666666672,-0
634,434.6000061035156,colline,grassland,4,26.75,0,18.375,8.600000000000001,3.2,NA,3.5083333333333333,-0.012000000000000451,NA,-0.15333333333333365,7.5,0,14.75,3.6000000000000005,3.125,NA,3.125,-0.232,NA,-0.23333333333333303
635,828.0999755859375,montane,grassland,4,33.5,9.375,20.625,-2.830088934701891e-15,3.39,3.411111111111111,3.7541666666666664,-0.024000000000000195,-0.10952380952380983,0.049999999999999815,2.25,0,0.75,0.20000000000000015,3,NA,3,NA,NA,NA
636,1066.300048828125,montane,forest,4,22.75,0,38.625,2.9999999999999982,3.0275,NA,3.031655844155844,0.17799999999999994,NA,0.08246753246753258,15.5,5.75,30.25,8.800000000000002,3.035,3.1666666666666665,3.015625,0.08399999999999998,0.35714285714285654,0.03750000000000017
637,849.0999755859375,montane,grassland,5,25,6.5,17.2,-0.19999999999999923,3.384,3.25,3.74,0.03200000000000006,-6.597650078958475e-17,-6.880378435143014e-17,3.8,1.2,0,2.822099121124854e-16,3,3,NA,7.52230030743013e-16,7.52230030743013e-16,NA
638,742.5999755859375,montane,grassland,4,21.25,11.75,14.375,10.2,3.4375,3.3395833333333336,3.8333333333333335,-0.0339999999999998,0.08833333333333328,0.049999999999999815,5.75,7.5,0.75,1.7999999999999992,3.64,3.8055555555555554,3,-0.17000000000000126,0.33333333333333137,NA
639,658.79998779296875,montane,grassland,4,42.25,8.125,46.125,5.799999999999999,3.2725,3.4555555555555557,3.238827838827839,-0.002000000000000668,0.7,-0.06080586080586112,9,5.5,13.5,3.199999999999999,3.1325000000000003,3.5,3,0.158,0.4999999999999986,-0
640,421.1000061035156,colline,grassland,4,42.25,23.125,46,-1.7999999999999998,3.4125,3.419642857142857,3.543560606060606,-0.006000000000000233,-0.04047619047618962,0.0015151515151510275,9.25,5.75,14.5,3.0000000000000004,3.2075,3.9166666666666665,3.05,0.21800000000000014,-1.7123830360166844e-15,0.12000000000000027
641,674.29998779296875,montane,forest,4,15,1.75,20.375,-11.999999999999998,3.1725,3.5,3.102651515151515,-0.10999999999999996,-1.9999999999999991,-0.13303030303030353,13,5.75,25.75,-2.8,3.0625,3.291666666666667,3.025,-0.09399999999999975,-0.1666666666666667,-0.020000000000000455
642,513.9000244140625,montane,forest,4,18.25,0,37.375,-9.8,3.3275,NA,3.2994791666666665,-0.11800000000000085,NA,-0.16875000000000034,10,3,23.25,-5.199999999999999,3,3,3,0,0,0
643,579,montane,forest,5,19.2,0,43.1,4.799999999999997,3.348,NA,3.366645781119465,-0.021999999999999787,NA,-0.05637009189640751,18.2,10.4,29.8,5.599999999999999,3.092,3.05,3.1161538461538463,0.010000000000000647,2.9987888192292115e-17,0.011538461538462086
644,666.29998779296875,montane,forest,4,9.25,3,16.75,-1.4,3.2575000000000003,4,3.1642857142857146,-0.005999999999999512,-5.294608918056355e-16,0.07428571428571457,7.25,1.5,15.75,-7.4,3,3,3,0,1.5044600614860266e-15,0
645,371.20001220703125,colline,forest,4,21.5,3,33.875,-0.7999999999999998,3.4975,4,3.4825757575757574,-0.034000000000000516,-5.294608918056355e-16,-0.026060606060606166,14.75,1.5,32.25,2.5999999999999988,3.1350000000000002,3,3.148214285714286,-0.019999999999999928,7.522300307430131e-16,-0.009047619047619549
646,531.5,colline,forest,4,11.75,0,29.875,-0.20000000000000076,3.375,NA,3.416517857142857,-0.003999999999999735,NA,-0.02464285714285665,10.5,2,22.75,-0.3999999999999993,3.185,4,3.1294642857142856,0.0400000000000002,1.0029733743240174e-15,0.11071428571428575
647,675.5,montane,grassland,4,40.5,19.375,25.5,5.6,3.475,3.6927083333333335,3.5166666666666666,0.08399999999999928,0.23750000000000054,-0.07999999999999968,10,11.75,10.25,-0.39999999999999925,3.5075,3.95,3.0833333333333335,0.05800000000000054,0.039999999999999855,0.06666666666666643
648,1754.4000244140625,subalpine,forest,4,13.25,0,16.875,0.2000000000000006,2.2824999999999998,NA,2.5,0.033999999999999614,NA,0.0857142857142861,17.75,11.25,15,-1.8000000000000014,2.2725,2.1357142857142857,2.4166666666666665,0.1339999999999998,0.131428571428572,0.133333333333333
649,643.29998779296875,colline,forest,4,9,1.5,20.625,2.8,3.7024999999999997,3,3.9672619047619047,-0.0859999999999994,1.504460061486026e-15,-0.24523809523809578,6.75,5.75,6.25,8.6,3.3325,3.833333333333333,3.5,0.4660000000000005,-0.666666666666665,0.5
650,918.70001220703125,montane,forest,4,7,0,20.25,0.7999999999999999,3.575,NA,3.6833333333333336,0.048000000000000036,NA,0.040000000000000396,2.5,0,5.5,-0.7999999999999998,3.25,NA,3.25,0.6000000000000002,NA,0.6000000000000002
